1,12.04120397
1.1,12.86905748
1.2,13.62482941
1.3,14.32007133
1.4,14.96376409
1.5,15.56302915
1.6,16.12360414
1.7,16.65018337
1.8,17.14665488
1.9,17.61627555
2,18.06180388
2.1,18.48559026
2.2,18.8896574
2.3,19.27576087
2.4,19.64542932
2.5,20.00000414
2.6,20.34067125
2.7,20.66847987
2.8,20.984364
2.9,21.28916435
3,21.58362906
3.1,21.86843878
3.2,22.14420405
3.3,22.41148226
3.4,22.67078328
3.5,22.92256426
3.6,23.16725479
3.7,23.40524002
3.8,23.63687546
3.9,23.86249643
4,24.08240379
4.1,24.2968808
4.2,24.50619017
4.3,24.71057318
4.4,24.91025731
4.5,25.1054547
4.6,25.29636078
4.7,25.48316192
4.8,25.66602923
4.9,25.84512667
5,26.02060406
5.1,26.19260725
5.2,26.36127116
5.3,26.52672222
5.4,26.68907978
5.5,26.84845813
5.6,27.00496392
5.7,27.15870174
5.8,27.30976427
5.9,27.45824441
6,27.60422898
6.1,27.74780046
6.2,27.88903869
6.3,28.02801568
6.4,28.16480397
6.5,28.29947015
6.6,28.43208218
6.7,28.56270058
6.8,28.6913832
6.9,28.81818596
7,28.94316418
7.1,29.06637077
7.2,29.1878547
7.3,29.30766179
7.4,29.42583993
7.5,29.54242951
7.6,29.65747538
7.7,29.77101896
7.8,29.88309634
7.9,29.99374648
8,30.10300371
8.1,30.2109047
8.2,30.31748071
8.3,30.42276587
8.4,30.52679008
8.5,30.62958321
8.6,30.73117309
8.7,30.83158945
8.8,30.93085722
8.9,31.02900517
9,31.12605462
9.1,31.22203259
9.2,31.3169607
9.3,31.41086254
9.4,31.50376183
9.5,31.59567542
9.6,31.68662915
9.7,31.77663861
9.8,31.86572658
9.9,31.95390757
10,32.04120397
10.1,32.12763255
10.2,32.21320716
10.3,32.2979485
10.4,32.38187107
10.5,32.46499054
10.6,32.54732213
10.7,32.62887987
10.8,32.70967969
10.9,32.78973404
11,32.86905805
11.1,32.94766343
11.2,33.02556383
11.3,33.10277324
11.4,33.17930165
11.5,33.25516096
11.6,33.33036418
11.7,33.40492188
11.8,33.47884433
11.9,33.55214295
12,33.62482889
12.1,33.6969123
12.2,33.76840038
12.3,33.8393069
12.4,33.90963861
12.5,33.97940406
12.6,34.04861559
12.7,34.11727868
12.8,34.18540388
12.9,34.25299763
13,34.32007006
13.1,34.38663042
13.2,34.45268209
13.3,34.51823713
13.4,34.58330049
13.5,34.64787888
13.6,34.71198311
13.7,34.77561589
13.8,34.83878588
13.9,34.90149976
14,34.96376409
14.1,35.02558643
14.2,35.08697068
14.3,35.14792475
14.4,35.20845462
14.5,35.26856387
14.6,35.32826171
14.7,35.38755035
14.8,35.44643984
14.9,35.50492886
15,35.56302943
15.1,35.62074338
15.2,35.67807529
15.3,35.73503342
15.4,35.79161887
15.5,35.84783753
15.6,35.90369625
15.7,35.95919646
15.8,36.01434639
15.9,36.06914784
16,36.12360362
16.1,36.17772167
16.2,36.23150462
16.3,36.28495659
16.4,36.33808063
16.5,36.39088273
16.6,36.44336578
16.7,36.49553361
16.8,36.54739
16.9,36.59893764
17,36.65018313
17.1,36.7011261
17.2,36.751773
17.3,36.80212629
17.4,36.85218936
17.5,36.90196553
17.6,36.95145714
17.7,37.00066927
17.8,37.04960508
17.9,37.09826396
18,37.14665453
18.1,37.19477517
18.2,37.2426325
18.3,37.29022669
18.4,37.33756061
18.5,37.38463887
18.6,37.43146245
18.7,37.47803763
18.8,37.52436175
18.9,37.57043924
19,37.61627533
19.1,37.66187168
19.2,37.70722906
19.3,37.75235081
19.4,37.79723852
19.5,37.8418963
19.6,37.88632649
19.7,37.93052889
19.8,37.97450748
19.9,38.01826535
20,38.06180388
20.1,38.10512444
20.2,38.14823246
20.3,38.19112516
20.4,38.23380707
20.5,38.2762819
20.6,38.31854842
20.7,38.36061186
20.8,38.40247099
20.9,38.44413015
21,38.48559045
21.1,38.52685302
21.2,38.56792205
21.3,38.60879703
21.4,38.64947978
21.5,38.68997288
21.6,38.7302796
21.7,38.77039863
21.8,38.81033395
21.9,38.85008575
22,38.88965796
22.1,38.9290492
22.2,38.96826335
22.3,39.00730125
22.4,39.04616374
22.5,39.08485461
22.6,39.12337315
22.7,39.16172164
22.8,39.19990156
22.9,39.23791367
23,39.27576087
23.1,39.31344387
23.2,39.35096409
23.3,39.38832223
23.4,39.42552179
23.5,39.4625606
23.6,39.49944424
23.7,39.53617192
23.8,39.57274287
23.9,39.60916187
24,39.6454288
24.1,39.68154494
24.2,39.71751221
24.3,39.7533298
24.4,39.78900029
24.5,39.82452557
24.6,39.85990682
24.7,39.89514318
24.8,39.93023852
24.9,39.96519129
25,40.00000398
25.1,40.03467901
25.2,40.06921551
25.3,40.10361588
25.4,40.13787859
25.5,40.17200863
25.6,40.20600379
25.7,40.23986706
25.8,40.27359754
25.9,40.30719882
26,40.34066997
26.1,40.37401391
26.2,40.40723033
26.3,40.44031895
26.4,40.473282
26.5,40.50612106
26.6,40.53883704
26.7,40.57142965
26.8,40.60390041
26.9,40.63624961
27,40.66847879
27.1,40.70059005
27.2,40.73258302
27.3,40.76445738
27.4,40.7962158
27.5,40.82785732
27.6,40.85938579
27.7,40.89080023
27.8,40.92209968
27.9,40.95328852
28,40.984364
28.1,41.01533106
28.2,41.04618634
28.3,41.07693299
28.4,41.10757059
28.5,41.1381011
28.6,41.16852466
28.7,41.19884203
28.8,41.22905453
28.9,41.25916058
29,41.28916378
29.1,41.31906427
29.2,41.34886162
29.3,41.3785571
29.4,41.40815027
29.5,41.43764408
29.6,41.46703976
29.7,41.49633406
29.8,41.52552878
29.9,41.55462791
30,41.58362934
30.1,41.61253425
30.2,41.64134329
30.3,41.67005655
30.4,41.6986752
30.5,41.72720096
30.6,41.75563334
30.7,41.78397133
30.8,41.81221878
30.9,41.8403736
31,41.86843744
31.1,41.89641198
31.2,41.92429617
31.3,41.95209113
31.4,41.97979638
31.5,42.00741511
31.6,42.0349463
31.7,42.06238998
31.8,42.08974775
31.9,42.11701806
32,42.14420353
32.1,42.17130626
32.2,42.19832158
32.3,42.22525417
32.4,42.25210453
32.5,42.27887112
32.6,42.3055565
32.7,42.33215914
32.8,42.35868054
32.9,42.38512222
33,42.41148264
33.1,42.43776431
33.2,42.46396569
33.3,42.49008828
33.4,42.51613353
33.5,42.54209992
33.6,42.56798991
33.7,42.59380296
33.8,42.61953756
33.9,42.64519809
34,42.67078304
34.1,42.69629188
34.2,42.72172602
34.3,42.74708686
34.4,42.77237292
34.5,42.79758653
34.6,42.82272621
34.7,42.84779333
34.8,42.87278928
34.9,42.89771254
35,42.92256545
35.1,42.9473465
35.2,42.97205705
35.3,42.9966975
35.4,43.02126919
35.5,43.04577155
35.6,43.070205
35.7,43.09456898
35.8,43.11886388
35.9,43.14309378
36,43.16725444
36.1,43.191349
36.2,43.21537508
36.3,43.23933671
36.4,43.26323242
36.5,43.28706165
36.6,43.3108266
36.7,43.33452581
36.8,43.35816052
36.9,43.381732
37,43.40523879
37.1,43.42868213
37.2,43.45206237
37.3,43.47538073
37.4,43.49863754
37.5,43.52182872
37.6,43.54496166
37.7,43.5680314
37.8,43.59103915
37.9,43.61398875
38,43.63687525
38.1,43.65970334
38.2,43.6824716
38.3,43.70517946
38.4,43.72782897
38.5,43.75041872
38.6,43.77295073
38.7,43.79542272
38.8,43.81783844
38.9,43.84019645
39,43.86249622
39.1,43.88473972
39.2,43.90692641
39.3,43.92905488
39.4,43.9511288
39.5,43.97314593
39.6,43.99510739
39.7,44.0170143
39.8,44.03886526
39.9,44.06066222
40,44.08240379
